,liste,nomNuance,nuance,annee,election,tour,region,departement,canton,inscrits,votants,exprimes,voix,clef,code_canton,voixPourcent,participationPourcent,blancsNulsPourcent,Couleur,codeCouleur
130,M. BARBAROSSA Daniel et Mme MONOD Frédérique,Divers gauche,BC-DVG,2015,Départementales,1,84,07,08,16503,9843,9320,1445,Départementales12015,07008,15.5,59.64,3.17,Rose clair,#FFAECD
131,M. BARBAROSSA Daniel et Mme MONOD Frédérique,Divers gauche,BC-DVG,2015,Départementales,1,84,07,08,16503,9843,9320,1445,Départementales12015,07008,15.5,59.64,3.17,Rose,#FF5E9A
132,M. BARBETTE Olivier et Mme FERLAUX Patricia,Divers gauche,BC-DVG,2015,Départementales,1,53,35,08,22061,11753,11230,2694,Départementales12015,35008,23.99,53.28,2.37,Rose clair,#FFAECD
133,M. BARBETTE Olivier et Mme FERLAUX Patricia,Divers gauche,BC-DVG,2015,Départementales,1,53,35,08,22061,11753,11230,2694,Départementales12015,35008,23.99,53.28,2.37,Rose,#FF5E9A
134,M. BARBETTE Olivier et Mme FERLAUX Patricia,Divers gauche,BC-DVG,2015,Départementales,2,53,35,08,22060,10972,10157,3595,Départementales22015,35008,35.39,49.74,3.69,Rose clair,#FFAECD
135,M. BARBETTE Olivier et Mme FERLAUX Patricia,Divers gauche,BC-DVG,2015,Départementales,2,53,35,08,22060,10972,10157,3595,Départementales22015,35008,35.39,49.74,3.69,Rose,#FF5E9A
136,M. BARBIERO Daniel et Mme COMBRES Maryse,Divers gauche,BC-DVG,2015,Départementales,1,75,47,15,12691,7626,7297,742,Départementales12015,47015,10.17,60.09,2.59,Rose clair,#FFAECD
137,M. BARBIERO Daniel et Mme COMBRES Maryse,Divers gauche,BC-DVG,2015,Départementales,1,75,47,15,12691,7626,7297,742,Départementales12015,47015,10.17,60.09,2.59,Rose,#FF5E9A
138,M. BARBY Thomas et Mme FLECHER Dominique,Divers gauche,BC-DVG,2015,Départementales,1,76,31,04,31045,17839,17050,1150,Départementales12015,31004,6.74,57.46,2.54,Rose clair,#FFAECD
139,M. BARBY Thomas et Mme FLECHER Dominique,Divers gauche,BC-DVG,2015,Départementales,1,76,31,04,31045,17839,17050,1150,Départementales12015,31004,6.74,57.46,2.54,Rose,#FF5E9A
140,"M. BARDAIL Jean et Mme SAINT-SAUVEUR Marie, Chantale",Divers gauche,BC-DVG,2015,Départementales,1,01,971,12,13501,5488,5040,2463,Départementales12015,97112,48.87,40.65,3.32,Rose clair,#FFAECD
141,"M. BARDAIL Jean et Mme SAINT-SAUVEUR Marie, Chantale",Divers gauche,BC-DVG,2015,Départementales,1,01,971,12,13501,5488,5040,2463,Départementales12015,97112,48.87,40.65,3.32,Rose,#FF5E9A
142,"M. BARDAIL Jean et Mme SAINT-SAUVEUR Marie, Chantale",Divers gauche,BC-DVG,2015,Départementales,2,01,971,12,13500,7479,7050,3601,Départementales22015,97112,51.08,55.4,3.18,Rose clair,#FFAECD
143,"M. BARDAIL Jean et Mme SAINT-SAUVEUR Marie, Chantale",Divers gauche,BC-DVG,2015,Départementales,2,01,971,12,13500,7479,7050,3601,Départementales22015,97112,51.08,55.4,3.18,Rose,#FF5E9A
144,M. BARDI Jean-Marc et Mme DABURON Stéphanie,Divers gauche,BC-DVG,2015,Départementales,1,24,18,02,13159,7307,6998,800,Départementales12015,18002,11.43,55.53,2.35,Rose clair,#FFAECD
145,M. BARDI Jean-Marc et Mme DABURON Stéphanie,Divers gauche,BC-DVG,2015,Départementales,1,24,18,02,13159,7307,6998,800,Départementales12015,18002,11.43,55.53,2.35,Rose,#FF5E9A
146,M. BARENTIN Jean-Pierre et Mme GAVERIAUX Annie,Divers gauche,BC-DVG,2015,Départementales,1,11,95,19,33502,14921,14468,1378,Départementales12015,95019,9.52,44.54,1.35,Rose clair,#FFAECD
147,M. BARENTIN Jean-Pierre et Mme GAVERIAUX Annie,Divers gauche,BC-DVG,2015,Départementales,1,11,95,19,33502,14921,14468,1378,Départementales12015,95019,9.52,44.54,1.35,Rose,#FF5E9A
148,M. BARFLEUR Claude et Mme PONREMY Myriam,Divers gauche,BC-DVG,2015,Départementales,1,01,971,15,13555,5196,4631,345,Départementales12015,97115,7.45,38.33,4.17,Rose clair,#FFAECD
149,M. BARFLEUR Claude et Mme PONREMY Myriam,Divers gauche,BC-DVG,2015,Départementales,1,01,971,15,13555,5196,4631,345,Départementales12015,97115,7.45,38.33,4.17,Rose,#FF5E9A
150,M. BARON Adrien et Mme TAUPE MEVALET Bernadette,Divers gauche,BC-DVG,2015,Départementales,1,01,971,19,12253,5278,4797,848,Départementales12015,97119,17.68,43.08,3.93,Rose clair,#FFAECD
151,M. BARON Adrien et Mme TAUPE MEVALET Bernadette,Divers gauche,BC-DVG,2015,Départementales,1,01,971,19,12253,5278,4797,848,Départementales12015,97119,17.68,43.08,3.93,Rose,#FF5E9A
152,M. BARRAL Bernard et Mme SALLES Marie-France,Divers gauche,BC-DVG,2015,Départementales,1,75,47,16,9806,5984,5677,1555,Départementales12015,47016,27.39,61.02,3.13,Rose clair,#FFAECD
153,M. BARRAL Bernard et Mme SALLES Marie-France,Divers gauche,BC-DVG,2015,Départementales,1,75,47,16,9806,5984,5677,1555,Départementales12015,47016,27.39,61.02,3.13,Rose,#FF5E9A
154,M. BARRAL Bernard et Mme SALLES Marie-France,Divers gauche,BC-DVG,2015,Départementales,2,75,47,16,9806,6492,6219,2275,Départementales22015,47016,36.58,66.2,2.78,Rose clair,#FFAECD
155,M. BARRAL Bernard et Mme SALLES Marie-France,Divers gauche,BC-DVG,2015,Départementales,2,75,47,16,9806,6492,6219,2275,Départementales22015,47016,36.58,66.2,2.78,Rose,#FF5E9A
156,M. BARRIER Jean-François et Mme BOREL-SQUIZZATO Monique,Divers gauche,BC-DVG,2015,Départementales,1,84,15,14,9290,5394,5090,482,Départementales12015,15014,9.47,58.06,3.27,Rose clair,#FFAECD
157,M. BARRIER Jean-François et Mme BOREL-SQUIZZATO Monique,Divers gauche,BC-DVG,2015,Départementales,1,84,15,14,9290,5394,5090,482,Départementales12015,15014,9.47,58.06,3.27,Rose,#FF5E9A
158,M. BARROS Pierre et Mme ROCHWERG Christiane,Divers gauche,BC-DVG,2015,Départementales,1,11,95,09,39380,17110,16418,2793,Départementales12015,95009,17.01,43.45,1.76,Rose clair,#FFAECD
159,M. BARROS Pierre et Mme ROCHWERG Christiane,Divers gauche,BC-DVG,2015,Départementales,1,11,95,09,39380,17110,16418,2793,Départementales12015,95009,17.01,43.45,1.76,Rose,#FF5E9A
160,M. BASTIÉ Yves et Mme SCHIVARDI Francine,Divers gauche,BC-DVG,2015,Départementales,1,76,11,16,16292,9827,9223,1883,Départementales12015,11016,20.42,60.32,3.71,Rose clair,#FFAECD
161,M. BASTIÉ Yves et Mme SCHIVARDI Francine,Divers gauche,BC-DVG,2015,Départementales,1,76,11,16,16292,9827,9223,1883,Départementales12015,11016,20.42,60.32,3.71,Rose,#FF5E9A
162,M. BAUDON David et Mme LAFOUGERE Line,Divers gauche,BC-DVG,2015,Départementales,1,75,17,06,17608,8492,7929,3212,Départementales12015,17006,40.51,48.23,3.2,Rose clair,#FFAECD
163,M. BAUDON David et Mme LAFOUGERE Line,Divers gauche,BC-DVG,2015,Départementales,1,75,17,06,17608,8492,7929,3212,Départementales12015,17006,40.51,48.23,3.2,Rose,#FF5E9A
164,M. BAUDON David et Mme LAFOUGERE Line,Divers gauche,BC-DVG,2015,Départementales,2,75,17,06,17613,7853,6927,4017,Départementales22015,17006,57.99,44.59,5.26,Rose clair,#FFAECD
165,M. BAUDON David et Mme LAFOUGERE Line,Divers gauche,BC-DVG,2015,Départementales,2,75,17,06,17613,7853,6927,4017,Départementales22015,17006,57.99,44.59,5.26,Rose,#FF5E9A
166,M. BAUDRION Christian et Mme VINAUGER Céline,Divers gauche,BC-DVG,2015,Départementales,1,27,71,22,12574,4981,4755,522,Départementales12015,71022,10.98,39.61,1.8,Rose clair,#FFAECD
167,M. BAUDRION Christian et Mme VINAUGER Céline,Divers gauche,BC-DVG,2015,Départementales,1,27,71,22,12574,4981,4755,522,Départementales12015,71022,10.98,39.61,1.8,Rose,#FF5E9A
168,M. BAUDRY Gérard et Mme BOCQUILLON Françoise,Divers gauche,BC-DVG,2015,Départementales,1,53,35,07,30846,16165,15397,2935,Départementales12015,35007,19.06,52.41,2.49,Rose clair,#FFAECD
169,M. BAUDRY Gérard et Mme BOCQUILLON Françoise,Divers gauche,BC-DVG,2015,Départementales,1,53,35,07,30846,16165,15397,2935,Départementales12015,35007,19.06,52.41,2.49,Rose,#FF5E9A
170,M. BAVIERE Thibaut et Mme BOSSEMAN Emilie,Divers gauche,BC-DVG,2015,Départementales,1,32,62,21,26274,12565,11984,1349,Départementales12015,62021,11.26,47.82,2.21,Rose clair,#FFAECD
171,M. BAVIERE Thibaut et Mme BOSSEMAN Emilie,Divers gauche,BC-DVG,2015,Départementales,1,32,62,21,26274,12565,11984,1349,Départementales12015,62021,11.26,47.82,2.21,Rose,#FF5E9A
172,M. BEAUPOUX Stéphane et Mme BONNET Véronique,Divers gauche,BC-DVG,2015,Départementales,1,75,17,06,17608,8492,7929,830,Départementales12015,17006,10.47,48.23,3.2,Rose clair,#FFAECD
173,M. BEAUPOUX Stéphane et Mme BONNET Véronique,Divers gauche,BC-DVG,2015,Départementales,1,75,17,06,17608,8492,7929,830,Départementales12015,17006,10.47,48.23,3.2,Rose,#FF5E9A
174,M. BEC Francis et Mme LAPLUME Florence,Divers gauche,BC-DVG,2015,Départementales,1,76,12,15,9177,5894,5243,1115,Départementales12015,12015,21.27,64.23,7.09,Rose clair,#FFAECD
175,M. BEC Francis et Mme LAPLUME Florence,Divers gauche,BC-DVG,2015,Départementales,1,76,12,15,9177,5894,5243,1115,Départementales12015,12015,21.27,64.23,7.09,Rose,#FF5E9A
176,M. BEDIER Joé et Mme CEVAMY Primilla,Divers gauche,BC-DVG,2015,Départementales,1,04,974,05,23161,9510,8533,1676,Départementales12015,97405,19.64,41.06,4.22,Rose clair,#FFAECD
177,M. BEDIER Joé et Mme CEVAMY Primilla,Divers gauche,BC-DVG,2015,Départementales,1,04,974,05,23161,9510,8533,1676,Départementales12015,97405,19.64,41.06,4.22,Rose,#FF5E9A
178,M. BEDIER Joé et Mme CEVAMY Primilla,Divers gauche,BC-DVG,2015,Départementales,2,04,974,05,23161,11252,10043,3548,Départementales22015,97405,35.33,48.58,5.22,Rose clair,#FFAECD
179,M. BEDIER Joé et Mme CEVAMY Primilla,Divers gauche,BC-DVG,2015,Départementales,2,04,974,05,23161,11252,10043,3548,Départementales22015,97405,35.33,48.58,5.22,Rose,#FF5E9A
180,M. BEN AHMED Sam et Mme M'MADI Rabiata,Divers gauche,BC-DVG,2015,Départementales,1,93,13,15,32150,12009,11405,993,Départementales12015,13015,8.71,37.35,1.88,Rose clair,#FFAECD
181,M. BEN AHMED Sam et Mme M'MADI Rabiata,Divers gauche,BC-DVG,2015,Départementales,1,93,13,15,32150,12009,11405,993,Départementales12015,13015,8.71,37.35,1.88,Rose,#FF5E9A
182,M. BENALI Amin et Mme REUX Nadine,Divers gauche,BC-DVG,2015,Départementales,1,84,38,25,27232,13548,13016,1430,Départementales12015,38025,10.99,49.75,1.95,Rose clair,#FFAECD
183,M. BENALI Amin et Mme REUX Nadine,Divers gauche,BC-DVG,2015,Départementales,1,84,38,25,27232,13548,13016,1430,Départementales12015,38025,10.99,49.75,1.95,Rose,#FF5E9A
184,M. BENALI Mahfoud et Mme QVISTGAARD Hélène,Divers gauche,BC-DVG,2015,Départementales,1,76,34,15,25812,11102,10430,1127,Départementales12015,34015,10.81,43.01,2.6,Rose clair,#FFAECD
185,M. BENALI Mahfoud et Mme QVISTGAARD Hélène,Divers gauche,BC-DVG,2015,Départementales,1,76,34,15,25812,11102,10430,1127,Départementales12015,34015,10.81,43.01,2.6,Rose,#FF5E9A
186,M. BENAVENT Jean Louis et Mme BROUSSIER Laetitia,Divers gauche,BC-DVG,2015,Départementales,1,84,15,02,7826,4093,3620,296,Départementales12015,15002,8.18,52.3,6.04,Rose clair,#FFAECD
187,M. BENAVENT Jean Louis et Mme BROUSSIER Laetitia,Divers gauche,BC-DVG,2015,Départementales,1,84,15,02,7826,4093,3620,296,Départementales12015,15002,8.18,52.3,6.04,Rose,#FF5E9A
188,M. BENDJEDDOU Asdin et Mme TAGLIONI Hélène,Divers gauche,BC-DVG,2015,Départementales,1,93,13,27,46103,23886,23030,1488,Départementales12015,13027,6.46,51.81,1.86,Rose clair,#FFAECD
189,M. BENDJEDDOU Asdin et Mme TAGLIONI Hélène,Divers gauche,BC-DVG,2015,Départementales,1,93,13,27,46103,23886,23030,1488,Départementales12015,13027,6.46,51.81,1.86,Rose,#FF5E9A
190,M. BENOUN Amar et Mme BIERRE Christine,Divers gauche,BC-DVG,2015,Départementales,1,11,95,02,29710,10920,10389,156,Départementales12015,95002,1.5,36.76,1.79,Rose clair,#FFAECD
191,M. BENOUN Amar et Mme BIERRE Christine,Divers gauche,BC-DVG,2015,Départementales,1,11,95,02,29710,10920,10389,156,Départementales12015,95002,1.5,36.76,1.79,Rose,#FF5E9A
192,M. BEREGOVOY Jean-Michel et Mme RAVACHE Anne-Emilie,Divers gauche,BC-DVG,2015,Départementales,1,28,76,29,19089,9215,8839,1842,Départementales12015,76029,20.84,48.27,1.97,Rose clair,#FFAECD
193,M. BEREGOVOY Jean-Michel et Mme RAVACHE Anne-Emilie,Divers gauche,BC-DVG,2015,Départementales,1,28,76,29,19089,9215,8839,1842,Départementales12015,76029,20.84,48.27,1.97,Rose,#FF5E9A
194,M. BERLAMONT Eric et Mme THOMINE Amélie,Divers gauche,BC-DVG,2015,Départementales,1,32,60,14,26770,15895,15386,256,Départementales12015,60014,1.66,59.38,1.9,Rose clair,#FFAECD
195,M. BERLAMONT Eric et Mme THOMINE Amélie,Divers gauche,BC-DVG,2015,Départementales,1,32,60,14,26770,15895,15386,256,Départementales12015,60014,1.66,59.38,1.9,Rose,#FF5E9A
196,M. BERNAT Georges et Mme VALLOT-PERRET Florence,Divers gauche,BC-DVG,2015,Départementales,1,84,42,02,23038,12449,11638,3647,Départementales12015,42002,31.34,54.04,3.52,Rose clair,#FFAECD
197,M. BERNAT Georges et Mme VALLOT-PERRET Florence,Divers gauche,BC-DVG,2015,Départementales,1,84,42,02,23038,12449,11638,3647,Départementales12015,42002,31.34,54.04,3.52,Rose,#FF5E9A
198,M. BERNAT Georges et Mme VALLOT-PERRET Florence,Divers gauche,BC-DVG,2015,Départementales,2,84,42,02,23040,12988,12416,3893,Départementales22015,42002,31.35,56.37,2.48,Rose clair,#FFAECD
199,M. BERNAT Georges et Mme VALLOT-PERRET Florence,Divers gauche,BC-DVG,2015,Départementales,2,84,42,02,23040,12988,12416,3893,Départementales22015,42002,31.35,56.37,2.48,Rose,#FF5E9A
200,M. BERNICCHIA Aurélien et Mme GUÉNIOT Christiane,Divers gauche,BC-DVG,2015,Départementales,1,11,77,06,39774,18484,17732,3271,Départementales12015,77006,18.45,46.47,1.89,Rose clair,#FFAECD
201,M. BERNICCHIA Aurélien et Mme GUÉNIOT Christiane,Divers gauche,BC-DVG,2015,Départementales,1,11,77,06,39774,18484,17732,3271,Départementales12015,77006,18.45,46.47,1.89,Rose,#FF5E9A
202,M. BERTRAND Olivier et Mme VERMOREL Véronique,Divers gauche,BC-DVG,2015,Départementales,1,84,38,11,25752,11635,11235,3199,Départementales12015,38011,28.47,45.18,1.55,Rose clair,#FFAECD
203,M. BERTRAND Olivier et Mme VERMOREL Véronique,Divers gauche,BC-DVG,2015,Départementales,1,84,38,11,25752,11635,11235,3199,Départementales12015,38011,28.47,45.18,1.55,Rose,#FF5E9A
204,M. BERTRAND Olivier et Mme VERMOREL Véronique,Divers gauche,BC-DVG,2015,Départementales,2,84,38,11,25752,10061,8153,4551,Départementales22015,38011,55.82,39.07,7.41,Rose clair,#FFAECD
205,M. BERTRAND Olivier et Mme VERMOREL Véronique,Divers gauche,BC-DVG,2015,Départementales,2,84,38,11,25752,10061,8153,4551,Départementales22015,38011,55.82,39.07,7.41,Rose,#FF5E9A
206,M. BESANÇON Thierry et Mme ROURE Françoise,Divers gauche,BC-DVG,2015,Départementales,1,11,92,17,44418,21674,21017,1836,Départementales12015,92017,8.74,48.8,1.48,Rose clair,#FFAECD
207,M. BESANÇON Thierry et Mme ROURE Françoise,Divers gauche,BC-DVG,2015,Départementales,1,11,92,17,44418,21674,21017,1836,Départementales12015,92017,8.74,48.8,1.48,Rose,#FF5E9A
208,M. BESIERS Jean-Philippe et Mme COLOMBIE Véronique,Divers gauche,BC-DVG,2015,Départementales,1,76,82,03,14043,7797,7539,2821,Départementales12015,82003,37.42,55.52,1.84,Rose clair,#FFAECD
209,M. BESIERS Jean-Philippe et Mme COLOMBIE Véronique,Divers gauche,BC-DVG,2015,Départementales,1,76,82,03,14043,7797,7539,2821,Départementales12015,82003,37.42,55.52,1.84,Rose,#FF5E9A
210,M. BESIERS Jean-Philippe et Mme COLOMBIE Véronique,Divers gauche,BC-DVG,2015,Départementales,2,76,82,03,14043,7995,7466,4558,Départementales22015,82003,61.05,56.93,3.77,Rose clair,#FFAECD
211,M. BESIERS Jean-Philippe et Mme COLOMBIE Véronique,Divers gauche,BC-DVG,2015,Départementales,2,76,82,03,14043,7995,7466,4558,Départementales22015,82003,61.05,56.93,3.77,Rose,#FF5E9A
212,M. BESSOLO Daniel et Mme CHAUMONT Sylviane,Divers gauche,BC-DVG,2015,Départementales,1,93,04,07,8992,4426,4249,925,Départementales12015,04007,21.77,49.22,1.97,Rose clair,#FFAECD
213,M. BESSOLO Daniel et Mme CHAUMONT Sylviane,Divers gauche,BC-DVG,2015,Départementales,1,93,04,07,8992,4426,4249,925,Départementales12015,04007,21.77,49.22,1.97,Rose,#FF5E9A
214,M. BESSOT Léon et Mme NICOD Isabelle,Divers gauche,BC-DVG,2015,Départementales,1,27,25,18,16797,10188,9645,2989,Départementales12015,25018,30.99,60.65,3.23,Rose clair,#FFAECD
215,M. BESSOT Léon et Mme NICOD Isabelle,Divers gauche,BC-DVG,2015,Départementales,1,27,25,18,16797,10188,9645,2989,Départementales12015,25018,30.99,60.65,3.23,Rose,#FF5E9A
216,M. BESSOT Léon et Mme NICOD Isabelle,Divers gauche,BC-DVG,2015,Départementales,2,27,25,18,16847,10366,9934,3008,Départementales22015,25018,30.28,61.53,2.56,Rose clair,#FFAECD
217,M. BESSOT Léon et Mme NICOD Isabelle,Divers gauche,BC-DVG,2015,Départementales,2,27,25,18,16847,10366,9934,3008,Départementales22015,25018,30.28,61.53,2.56,Rose,#FF5E9A
218,M. BIANCONI Fabrizio et Mme GRILLI Nathalie,Divers gauche,BC-DVG,2015,Départementales,1,93,06,26,29747,16151,15491,2500,Départementales12015,06026,16.14,54.29,2.22,Rose clair,#FFAECD
219,M. BIANCONI Fabrizio et Mme GRILLI Nathalie,Divers gauche,BC-DVG,2015,Départementales,1,93,06,26,29747,16151,15491,2500,Départementales12015,06026,16.14,54.29,2.22,Rose,#FF5E9A
220,M. BIASSETTE François et Mme MARTINEZ Catherine,Divers gauche,BC-DVG,2015,Départementales,1,76,46,06,7971,4827,4504,719,Départementales12015,46006,15.96,60.56,4.05,Rose clair,#FFAECD
221,M. BIASSETTE François et Mme MARTINEZ Catherine,Divers gauche,BC-DVG,2015,Départementales,1,76,46,06,7971,4827,4504,719,Départementales12015,46006,15.96,60.56,4.05,Rose,#FF5E9A
222,M. BINAMÉ Bernard et Mme FRANÇOIS Martine,Divers gauche,BC-DVG,2015,Départementales,1,44,88,05,16615,8301,7878,1174,Départementales12015,88005,14.9,49.96,2.55,Rose clair,#FFAECD
223,M. BINAMÉ Bernard et Mme FRANÇOIS Martine,Divers gauche,BC-DVG,2015,Départementales,1,44,88,05,16615,8301,7878,1174,Départementales12015,88005,14.9,49.96,2.55,Rose,#FF5E9A
224,M. BISSON Cyril et Mme PERENNES Sophie,Divers gauche,BC-DVG,2015,Départementales,1,53,22,05,18561,10077,9470,892,Départementales12015,22005,9.42,54.29,3.27,Rose clair,#FFAECD
225,M. BISSON Cyril et Mme PERENNES Sophie,Divers gauche,BC-DVG,2015,Départementales,1,53,22,05,18561,10077,9470,892,Départementales12015,22005,9.42,54.29,3.27,Rose,#FF5E9A
226,M. BLACHÈRE Michel et Mme GALAMIEN Annie,Divers gauche,BC-DVG,2015,Départementales,1,84,07,12,15133,8442,8022,1008,Départementales12015,07012,12.57,55.79,2.78,Rose clair,#FFAECD
227,M. BLACHÈRE Michel et Mme GALAMIEN Annie,Divers gauche,BC-DVG,2015,Départementales,1,84,07,12,15133,8442,8022,1008,Départementales12015,07012,12.57,55.79,2.78,Rose,#FF5E9A
228,M. BLANC Alexis et Mme FAVARD Mélanie,Divers gauche,BC-DVG,2015,Départementales,1,75,17,13,17564,7822,7493,1003,Départementales12015,17013,13.39,44.53,1.87,Rose clair,#FFAECD
229,M. BLANC Alexis et Mme FAVARD Mélanie,Divers gauche,BC-DVG,2015,Départementales,1,75,17,13,17564,7822,7493,1003,Départementales12015,17013,13.39,44.53,1.87,Rose,#FF5E9A
230,M. BLANCHARD Alain et Mme DAILLY Catherine,Divers gauche,BC-DVG,2015,Départementales,1,32,60,13,23018,10991,10629,2415,Départementales12015,60013,22.72,47.75,1.57,Rose clair,#FFAECD
231,M. BLANCHARD Alain et Mme DAILLY Catherine,Divers gauche,BC-DVG,2015,Départementales,1,32,60,13,23018,10991,10629,2415,Départementales12015,60013,22.72,47.75,1.57,Rose,#FF5E9A
232,M. BLANCHARD Alain et Mme DAILLY Catherine,Divers gauche,BC-DVG,2015,Départementales,2,32,60,13,23018,11638,10709,5679,Départementales22015,60013,53.03,50.56,4.04,Rose clair,#FFAECD
233,M. BLANCHARD Alain et Mme DAILLY Catherine,Divers gauche,BC-DVG,2015,Départementales,2,32,60,13,23018,11638,10709,5679,Départementales22015,60013,53.03,50.56,4.04,Rose,#FF5E9A
234,M. BLANCHARD Luc et Mme MINET Géraldine,Divers gauche,BC-DVG,2015,Départementales,1,32,60,10,30637,16948,16310,1169,Départementales12015,60010,7.17,55.32,2.08,Rose clair,#FFAECD
235,M. BLANCHARD Luc et Mme MINET Géraldine,Divers gauche,BC-DVG,2015,Départementales,1,32,60,10,30637,16948,16310,1169,Départementales12015,60010,7.17,55.32,2.08,Rose,#FF5E9A
236,M. BLANCO Jean-François et Mme LARROUY-CASTERA Laetitia,Divers gauche,BC-DVG,2015,Départementales,1,75,64,20,16002,7664,7261,923,Départementales12015,64020,12.71,47.89,2.52,Rose clair,#FFAECD
237,M. BLANCO Jean-François et Mme LARROUY-CASTERA Laetitia,Divers gauche,BC-DVG,2015,Départementales,1,75,64,20,16002,7664,7261,923,Départementales12015,64020,12.71,47.89,2.52,Rose,#FF5E9A
238,M. BODARD Philippe et Mme GOIZET Catherine,Divers gauche,BC-DVG,2015,Départementales,1,52,49,17,27785,14076,13348,2133,Départementales12015,49017,15.98,50.66,2.62,Rose clair,#FFAECD
239,M. BODARD Philippe et Mme GOIZET Catherine,Divers gauche,BC-DVG,2015,Départementales,1,52,49,17,27785,14076,13348,2133,Départementales12015,49017,15.98,50.66,2.62,Rose,#FF5E9A
240,M. BOMPARD Manuel et Mme SZLAGOR Dagmara,Divers gauche,BC-DVG,2015,Départementales,1,76,31,19,19956,8802,8489,1308,Départementales12015,31019,15.41,44.11,1.57,Rose clair,#FFAECD
241,M. BOMPARD Manuel et Mme SZLAGOR Dagmara,Divers gauche,BC-DVG,2015,Départementales,1,76,31,19,19956,8802,8489,1308,Départementales12015,31019,15.41,44.11,1.57,Rose,#FF5E9A
242,M. BONHOMME Julien et Mme TICHELIKINE Soraya,Divers gauche,BC-DVG,2015,Départementales,1,76,34,15,25812,11102,10430,295,Départementales12015,34015,2.83,43.01,2.6,Rose clair,#FFAECD
243,M. BONHOMME Julien et Mme TICHELIKINE Soraya,Divers gauche,BC-DVG,2015,Départementales,1,76,34,15,25812,11102,10430,295,Départementales12015,34015,2.83,43.01,2.6,Rose,#FF5E9A
